times,population,R0,R1,R2,R3
7.36,0.9847078460236686,0.9957446808510642,1.0,1.0,0.856439393939394
7.69,0.9847078460236686,0.9957446808510642,1.0,1.0,0.856439393939394
7.75,0.9847078460236686,0.9957446808510642,1.0,1.0,0.856439393939394
7.82,0.9847078460236686,0.9957446808510642,1.0,1.0,0.856439393939394
7.98,0.9847078460236686,0.9957446808510642,1.0,1.0,0.856439393939394
8.11,0.9847078460236686,0.9957446808510642,1.0,1.0,0.856439393939394
8.31,0.9847078460236686,0.9957446808510642,1.0,1.0,0.856439393939394
8.34,0.9847078460236686,0.9957446808510642,1.0,1.0,0.856439393939394
8.38,0.9847078460236686,0.9957446808510642,1.0,1.0,0.856439393939394
8.41,0.9847078460236686,0.9957446808510642,1.0,1.0,0.856439393939394
8.61,0.9847078460236686,0.9957446808510642,1.0,1.0,0.856439393939394
8.71,0.9847078460236686,0.9957446808510642,1.0,1.0,0.856439393939394
8.77,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
8.87,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
9.0,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
9.2,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
9.23,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
9.33,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
9.43,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
9.56,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
9.59,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
9.63,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
9.79,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
9.82,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
9.89,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
10.02,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
10.25,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
10.35,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
10.45,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
10.48,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
10.84,0.9803699259971327,0.9957446808510642,0.956521739130435,0.9666666666666667,0.8029119318181819
10.91,0.9755641910657743,0.9957446808510642,0.9086956521739132,0.9280000000000003,0.7493844696969696
11.14,0.9755641910657743,0.9957446808510642,0.9086956521739132,0.9280000000000003,0.7493844696969696
11.33,0.9755641910657743,0.9957446808510642,0.9086956521739132,0.9280000000000003,0.7493844696969696
11.5,0.9755641910657743,0.9957446808510642,0.9086956521739132,0.9280000000000003,0.7493844696969696
11.86,0.9755641910657743,0.9957446808510642,0.9086956521739132,0.9280000000000003,0.7493844696969696
11.93,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.06,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.16,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.19,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.25,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.29,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.32,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.35,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.42,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.48,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.52,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.71,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.75,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
12.78,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
13.14,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
13.17,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
13.3,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
13.37,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
13.4,0.9706120885730543,0.9957446808510642,0.8582125603864738,0.887652173913044,0.6917395104895104
13.5,0.9650338581789565,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6917395104895104
13.57,0.9650338581789565,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6917395104895104
13.6,0.9650338581789565,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6917395104895104
13.73,0.9650338581789565,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6917395104895104
13.76,0.9650338581789565,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6917395104895104
13.8,0.9650338581789565,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6917395104895104
13.83,0.9650338581789565,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6917395104895104
13.9,0.9650338581789565,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6917395104895104
14.03,0.9650338581789565,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6917395104895104
14.06,0.9650338581789565,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6917395104895104
14.09,0.9650338581789565,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6917395104895104
14.13,0.9650338581789565,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6917395104895104
14.16,0.9590398590598321,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6340945512820513
14.26,0.9590398590598321,0.9895981087470458,0.8582125603864738,0.887652173913044,0.6340945512820513
14.42,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
14.49,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
14.55,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
14.59,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
14.68,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
14.78,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
14.95,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
15.01,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
15.08,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
15.18,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
15.44,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
15.47,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
15.6,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
15.67,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
15.83,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
15.97,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
16.06,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
16.13,0.9529699865341366,0.9828661488235967,0.8582125603864738,0.887652173913044,0.6340945512820513
16.23,0.9460140012309679,0.9828661488235967,0.8582125603864738,0.887652173913044,0.5706850961538461
16.39,0.9460140012309679,0.9828661488235967,0.8582125603864738,0.887652173913044,0.5706850961538461
16.43,0.9460140012309679,0.9828661488235967,0.8582125603864738,0.887652173913044,0.5706850961538461
16.75,0.9460140012309679,0.9828661488235967,0.8582125603864738,0.887652173913044,0.5706850961538461
16.79,0.9460140012309679,0.9828661488235967,0.8582125603864738,0.887652173913044,0.5706850961538461
16.89,0.9387925203055407,0.9748098689152066,0.7628556092324209,0.8193712374581945,0.5706850961538461
17.28,0.9387925203055407,0.9748098689152066,0.7628556092324209,0.8193712374581945,0.5706850961538461
17.38,0.9387925203055407,0.9748098689152066,0.7628556092324209,0.8193712374581945,0.5706850961538461
17.44,0.9387925203055407,0.9748098689152066,0.7628556092324209,0.8193712374581945,0.5706850961538461
17.48,0.9387925203055407,0.9748098689152066,0.7628556092324209,0.8193712374581945,0.5706850961538461
17.58,0.9387925203055407,0.9748098689152066,0.7628556092324209,0.8193712374581945,0.5706850961538461
17.67,0.9387925203055407,0.9748098689152066,0.7628556092324209,0.8193712374581945,0.5706850961538461
17.87,0.9310974996472987,0.9748098689152066,0.7628556092324209,0.8193712374581945,0.5072756410256408
17.97,0.9310974996472987,0.9748098689152066,0.7628556092324209,0.8193712374581945,0.5072756410256408
18.36,0.9310974996472987,0.9748098689152066,0.7628556092324209,0.8193712374581945,0.5072756410256408
18.5,0.9310974996472987,0.9748098689152066,0.7628556092324209,0.8193712374581945,0.5072756410256408
18.73,0.9231394013597146,0.9658666591086456,0.7628556092324209,0.8193712374581945,0.5072756410256408
18.96,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
19.19,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
19.51,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
19.55,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
19.58,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
19.61,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
19.71,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
19.74,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
20.2,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
20.43,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
20.47,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
20.5,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
20.57,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
20.6,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
20.66,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
20.99,0.9151813030721311,0.9569234493020834,0.6538762364849322,0.737434113712375,0.5072756410256408
21.06,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
21.25,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
21.35,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
22.08,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
22.14,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
22.27,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
22.9,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
23.49,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
23.75,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
24.67,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
24.7,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
25.0,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
25.33,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
27.07,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
27.6,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
27.92,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
28.22,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
28.71,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
29.66,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
29.93,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
30.16,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
30.29,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
30.58,0.9056481644984632,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.5072756410256408
30.65,0.8928925565477809,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.3804567307692307
31.01,0.8928925565477809,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.3804567307692307
31.08,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
31.8,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
32.33,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
32.79,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
33.57,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
36.3,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
37.22,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
37.75,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
37.84,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
38.27,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
38.63,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
39.29,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
40.18,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
41.1,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
42.97,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
43.46,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
44.61,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
45.5,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
45.76,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
45.93,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
47.44,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
48.13,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
48.16,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
50.33,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
52.46,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
52.69,0.8799520847137551,0.9462909665320601,0.43591749098995475,0.6145284280936458,0.2536378205128204
52.76,0.8594880827436678,0.9232106990556682,0.43591749098995475,0.6145284280936458,0.2536378205128204
54.01,0.8594880827436678,0.9232106990556682,0.43591749098995475,0.6145284280936458,0.2536378205128204
55.06,0.8594880827436678,0.9232106990556682,0.43591749098995475,0.6145284280936458,0.2536378205128204
56.83,0.8594880827436678,0.9232106990556682,0.43591749098995475,0.6145284280936458,0.2536378205128204
57.06,0.8594880827436678,0.9232106990556682,0.43591749098995475,0.6145284280936458,0.2536378205128204
58.18,0.8594880827436678,0.9232106990556682,0.43591749098995475,0.6145284280936458,0.2536378205128204
58.67,0.8594880827436678,0.9232106990556682,0.43591749098995475,0.6145284280936458,0.2536378205128204
59.1,0.8594880827436678,0.9232106990556682,0.43591749098995475,0.6145284280936458,0.2536378205128204
59.82,0.8594880827436678,0.9232106990556682,0.43591749098995475,0.6145284280936458,0.2536378205128204
60.94,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
60.97,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
63.14,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
65.31,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
65.34,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
66.33,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
66.85,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
70.96,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
72.44,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
77.3,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
78.91,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
80.85,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
82.75,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
84.82,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
86.63,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
91.1,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
94.35,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
95.3,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
98.49,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
99.93,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
101.05,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
102.76,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
108.57,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
116.82,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
120.89,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
126.87,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
129.47,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
130.62,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
131.04,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
132.26,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
137.78,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
147.31,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
155.42,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
157.03,0.834209021486501,0.8943603647101787,0.43591749098995475,0.6145284280936458,0.2536378205128204
