times,population,R0,R1,R2,R3,R4,R5
36.0,0.7643099936253362,0.6232394366197179,1.0,1.0,0.24307774075718575,0.6166364751942969,0.6040609137055839
37.0,0.7598140524863641,0.6161971830985916,1.0,1.0,0.2284930763117545,0.6043651025536143,0.5989847715736043
38.0,0.7553181113473915,0.6091549295774649,1.0,1.0,0.21390841186632345,0.5982294162332731,0.5939086294416245
39.0,0.7508221702084186,0.605633802816901,1.0,1.0,0.1993237474208923,0.5859580435925905,0.5888324873096445
40.0,0.7470755525926082,0.5985915492957747,1.0,1.0,0.18716986038303302,0.5798223572722494,0.5888324873096445
41.0,0.7448275820231222,0.5985915492957747,1.0,1.0,0.17987752816031746,0.5736866709519082,0.5837563451776651
42.0,0.7388329938378251,0.5950704225352111,1.0,1.0,0.16043130889974247,0.5706188277917377,0.5786802030456855
43.0,0.7335877291756905,0.5880281690140846,1.0,1.0,0.14341586704673956,0.5583474551510548,0.5786802030456855
44.0,0.7283424645135558,0.5809859154929574,1.0,1.0,0.12640042519373657,0.5491439256705429,0.5685279187817257
45.0,0.7245919883832075,0.5739007214015794,1.0,1.0,0.11400822664533103,0.5460760825103723,0.5582841724973703
46.0,0.7140906552182334,0.5491025420817585,1.0,1.0,0.0793100707097955,0.5338047098696899,0.5377966799286594
47.0,0.7118403695400252,0.5455599450360699,1.0,1.0,0.07187475158075217,0.5276690235493484,0.5326748067864817
48.0,0.7050823913481898,0.5349321538990033,1.0,1.0,0.04877215285836754,0.5215333372290074,0.5121873142177712
49.0,0.698317208488772,0.5207617657162481,1.0,1.0,0.04606258881068047,0.506194121428154,0.5019435679334158
50.0,0.6923037126137344,0.5172191686705595,1.0,1.0,0.04606258881068047,0.5031262782679837,0.4968216947912379
51.0,0.6915520256293549,0.5172191686705595,1.0,1.0,0.04606258881068047,0.5031262782679837,0.4968216947912379
52.0,0.6862902167386963,0.506591377533493,1.0,1.0,0.04064346071530629,0.4877870624671304,0.4968216947912379
53.0,0.6802568961519827,0.4995061834421158,1.0,1.0,0.04064346071530629,0.478525282800033,0.4916464688038292
54.0,0.6757218501776358,0.492420989350738,1.0,1.0,0.0379338966676192,0.4754179757688637,0.48118590563779035
55.0,0.671942645199014,0.492420989350738,1.0,1.0,0.0379338966676192,0.46920336170652566,0.47072534247175135
56.0,0.6696751222118408,0.4888783923050496,1.0,1.0,0.035224332619932124,0.46920336170652566,0.47072534247175135
57.0,0.6666414863241314,0.4888783923050496,1.0,1.0,0.035224332619932124,0.4629887476441876,0.46026477930571263
58.0,0.6636009322245914,0.4888783923050496,1.0,1.0,0.035224332619932124,0.45986044529524045,0.46026477930571263
59.0,0.6605498934557424,0.4816890041829162,1.0,1.0,0.035224332619932124,0.45671071621787573,0.4443935800193086
60.0,0.6567050163110646,0.4744996160607831,1.0,1.0,0.032514768572245036,0.44712937252099716,0.4443935800193086
61.0,0.651303212416614,0.46731022793865007,1.0,1.0,0.032514768572245036,0.43116046635953326,0.4443935800193086
62.0,0.6482054563528012,0.46731022793865007,1.0,1.0,0.032514768572245036,0.4279428509389398,0.4390394405010037
63.0,0.6435476925945779,0.4637155338775836,1.0,1.0,0.029558880520222763,0.4247252355183462,0.4229770219460888
64.0,0.6373373409169459,0.46012083981651697,1.0,1.0,0.029558880520222763,0.4150723892565656,0.41226874290947907
65.0,0.6334416358991161,0.45652614575545053,1.0,1.0,0.029558880520222763,0.405267529667828,0.401560463872869
66.0,0.6264207310677219,0.43855267545011795,1.0,1.0,0.029558880520222763,0.3987309566086694,0.3962063243545644
67.0,0.6217284409473642,0.4313632873279847,1.0,1.0,0.029558880520222763,0.3889260970199317,0.3908521848362592
68.0,0.6186002475337928,0.4313632873279847,1.0,1.0,0.029558880520222763,0.37912123743119375,0.3908521848362592
69.0,0.6138900933647538,0.4313632873279847,1.0,1.0,0.026274560462420223,0.3758529509016146,0.3908521848362592
70.0,0.6091617999627149,0.42405204516988304,1.0,1.0,0.019705920346815172,0.3758529509016146,0.3908521848362592
71.0,0.6004594885346766,0.41298981790458156,1.0,1.0,0.016421600289012645,0.36920068628388675,0.38542368226908896
72.0,0.5988751627074085,0.41298981790458156,1.0,1.0,0.016421600289012645,0.3658745539750231,0.38542368226908896
73.0,0.5925041503381805,0.41298981790458156,1.0,1.0,0.016421600289012645,0.36251790669084877,0.3799176296652448
74.0,0.5893100578835272,0.41298981790458156,1.0,1.0,0.016421600289012645,0.36251790669084877,0.3799176296652448
75.0,0.585301145925136,0.41298981790458156,1.0,1.0,0.016421600289012645,0.35244796483832497,0.37441157706140066
76.0,0.5788868867917096,0.4018279309341876,1.0,1.0,0.016421600289012645,0.3490913175541505,0.3689055244575563
77.0,0.5724458644073788,0.39431712848681966,1.0,1.0,0.016421600289012645,0.33553437318311546,0.35238736664602394
78.0,0.5684088695949148,0.38673410678514997,1.0,1.0,0.016421600289012645,0.328755900997598,0.35238736664602394
79.0,0.5659832271926603,0.38673410678514997,1.0,1.0,0.016421600289012645,0.32536666490483923,0.35238736664602394
80.0,0.562735116850091,0.38673410678514997,1.0,1.0,0.016421600289012645,0.31858819271932176,0.35238736664602394
81.0,0.5578132353616063,0.37535957423264565,1.0,1.0,0.016421600289012645,0.3151252775810681,0.35238736664602394
82.0,0.5545174407656737,0.3715680633818111,1.0,1.0,0.016421600289012645,0.3116623624428147,0.35238736664602394
83.0,0.5528621648230894,0.36777655253097613,1.0,1.0,0.016421600289012645,0.30819944730456117,0.3467939163818014
84.0,0.5470513012288526,0.36777655253097613,1.0,1.0,0.016421600289012645,0.30119491441127544,0.3412004661175788
85.0,0.5412316065349283,0.36011454101991414,1.0,1.0,0.016421600289012645,0.29068811507134745,0.3412004661175788
86.0,0.5395637125240349,0.3562835352643833,1.0,1.0,0.016421600289012645,0.2871858486247047,0.33560701585335606
87.0,0.5353745532653076,0.3485382410195053,1.0,1.0,0.016421600289012645,0.280181315731419,0.33560701585335606
88.0,0.5311656338213977,0.3485382410195053,1.0,1.0,0.016421600289012645,0.280181315731419,0.33001356558913364
89.0,0.528640282155052,0.3446655938970663,1.0,1.0,0.016421600289012645,0.280181315731419,0.3244201153249109
90.0,0.5261028088007079,0.3407489394209631,1.0,1.0,0.016421600289012645,0.2766347167981099,0.3244201153249109
91.0,0.5226810019141995,0.33669240442785664,1.0,1.0,0.013137280231210116,0.2730420581383941,0.3187285343542985
92.0,0.5192423111121324,0.3284803945637624,1.0,1.0,0.013137280231210116,0.2694493994786783,0.3187285343542985
93.0,0.5123420810641308,0.311848475851673,1.0,1.0,0.013137280231210116,0.25867142349953126,0.30734537241307347
94.0,0.5071229766729852,0.30769049617365096,1.0,1.0,0.013137280231210116,0.2514861061800999,0.2959622104718485
95.0,0.5053742767534233,0.30769049617365096,1.0,1.0,0.013137280231210116,0.2514861061800999,0.2959622104718485
96.0,0.5010025269545183,0.30769049617365096,1.0,1.0,0.013137280231210116,0.2514861061800999,0.2959622104718485
97.0,0.49398322710226583,0.3034755578699024,1.0,1.0,0.013137280231210116,0.2443007888606685,0.2841237220529747
98.0,0.4886905496690275,0.29926061956615374,1.0,1.0,0.013137280231210116,0.22633749556208985,0.2841237220529747
99.0,0.4824595226240674,0.29926061956615374,1.0,1.0,0.00985296017340759,0.2190362860278288,0.2717705167463236
100.0,0.4788857483824074,0.29492350913765875,1.0,1.0,0.00985296017340759,0.21538568126069843,0.26559391409299804
101.0,0.47619033141215006,0.29492350913765875,1.0,1.0,0.00985296017340759,0.21538568126069843,0.26559391409299804
102.0,0.47256221460139086,0.2905863987091636,1.0,1.0,0.006568640115605057,0.2079585888034331,0.26559391409299804
103.0,0.4662008001740644,0.2862492882806686,1.0,1.0,0.006568640115605057,0.19681795011753483,0.25263811340553466
104.0,0.46344221555764975,0.2818454530763506,1.0,1.0,0.006568640115605057,0.19303298953835143,0.25263811340553466
105.0,0.46159214683286887,0.2818454530763506,1.0,1.0,0.006568640115605057,0.1854630683799847,0.25263811340553466
106.0,0.4578845793884284,0.2774416178720327,1.0,1.0,0.006568640115605057,0.1816781078008014,0.25263811340553466
107.0,0.45043930167479573,0.2684918882632573,1.0,1.0,0.006568640115605057,0.17410818664243466,0.25263811340553466
108.0,0.4476299089408575,0.2684918882632573,1.0,1.0,0.006568640115605057,0.1665382654840679,0.24598974200012586
109.0,0.44481462649468867,0.26401702345886985,1.0,1.0,0.006568640115605057,0.1665382654840679,0.24598974200012586
110.0,0.4382177994068437,0.26401702345886985,1.0,1.0,0.006568640115605057,0.15879229964759964,0.24598974200012586
111.0,0.4344400597567848,0.2595421586544821,1.0,1.0,0.006568640115605057,0.15879229964759964,0.24598974200012586
112.0,0.4325346208982024,0.2595421586544821,1.0,1.0,0.006568640115605057,0.15064910479387658,0.23269299918930822
113.0,0.4296574504709414,0.2595421586544821,1.0,1.0,0.006568640115605057,0.15064910479387658,0.23269299918930822
114.0,0.42582122323459376,0.25043541624555293,1.0,1.0,0.006568640115605057,0.15064910479387658,0.21939625637849064
115.0,0.4219501212051885,0.24588204504108832,1.0,1.0,0.006568640115605057,0.14646440743849112,0.205683990354835
116.0,0.4171112436684316,0.23677530263215912,1.0,1.0,0.006568640115605057,0.1380950127277202,0.205683990354835
117.0,0.4141875667268307,0.22766856022322987,1.0,1.0,0.006568640115605057,0.13391031537233475,0.205683990354835
118.0,0.41222923307800413,0.22766856022322987,1.0,1.0,0.006568640115605057,0.13391031537233475,0.19859143896328893
119.0,0.41124773490400884,0.22766856022322987,1.0,1.0,0.006568640115605057,0.1295906277796788,0.19859143896328893
120.0,0.40928004239250637,0.22311518901876526,1.0,1.0,0.006568640115605057,0.12095125259436686,0.1914988875717429
121.0,0.4053446573695016,0.22311518901876526,1.0,1.0,0.006568640115605057,0.11663156500171092,0.1844063361801969
122.0,0.40041345715819393,0.20490170420090686,1.0,1.0,0.006568640115605057,0.11231187740905496,0.1773137847886508
123.0,0.39941740378217855,0.20490170420090686,1.0,1.0,0.006568640115605057,0.11231187740905496,0.1773137847886508
124.0,0.395433190278117,0.20034833299644228,1.0,1.0,0.006568640115605057,0.10799218981639898,0.1773137847886508
125.0,0.39443462161579856,0.20034833299644228,1.0,1.0,0.006568640115605057,0.10799218981639898,0.1773137847886508
126.0,0.39042001986907277,0.1957949617919777,1.0,1.0,0.006568640115605057,0.10367250222374305,0.17022123339710482
127.0,0.3894137827044617,0.1957949617919777,1.0,1.0,0.006568640115605057,0.10367250222374305,0.17022123339710482
128.0,0.3863872507145305,0.18647139218283587,1.0,1.0,0.006568640115605057,0.10367250222374305,0.17022123339710482
129.0,0.38234131091647267,0.18647139218283587,1.0,1.0,0.006568640115605057,0.09935281463108707,0.16312868200555877
130.0,0.3802967049757426,0.18647139218283587,1.0,1.0,0.006568640115605057,0.09935281463108707,0.16312868200555877
131.0,0.3802967049757426,0.18647139218283587,1.0,1.0,0.006568640115605057,0.09935281463108707,0.16312868200555877
132.0,0.3802967049757426,0.18647139218283587,1.0,1.0,0.006568640115605057,0.09935281463108707,0.16312868200555877
133.0,0.3761630451390496,0.18647139218283587,1.0,1.0,0.006568640115605057,0.09935281463108707,0.16312868200555877
134.0,0.373045671836792,0.18180960737826496,1.0,1.0,0.006568640115605057,0.09935281463108707,0.16312868200555877
135.0,0.36782094253935793,0.1724860377691232,1.0,1.0,0.006568640115605057,0.09935281463108707,0.16312868200555877
136.0,0.361533405060053,0.16769475894220306,1.0,1.0,0.006568640115605057,0.08989064180907876,0.1489435792224667
137.0,0.3573295282570293,0.16290348011528305,1.0,1.0,0.006568640115605057,0.08989064180907876,0.1489435792224667
138.0,0.3552213894472534,0.15811220128836292,1.0,1.0,0.006568640115605057,0.08989064180907876,0.1489435792224667
139.0,0.3499195776644586,0.15811220128836292,1.0,1.0,0.006568640115605057,0.08515955539807461,0.1489435792224667
140.0,0.34458543776103673,0.15332092246144283,1.0,1.0,0.006568640115605057,0.08515955539807461,0.1347584764393746
141.0,0.34243848799305515,0.15332092246144283,1.0,1.0,0.006568640115605057,0.08015016978642316,0.1347584764393746
142.0,0.34243848799305515,0.15332092246144283,1.0,1.0,0.006568640115605057,0.08015016978642316,0.1347584764393746
143.0,0.3413616374018819,0.15332092246144283,1.0,1.0,0.006568640115605057,0.08015016978642316,0.1347584764393746
144.0,0.3381208623632563,0.15332092246144283,1.0,1.0,0.006568640115605057,0.08015016978642316,0.1347584764393746
145.0,0.33375801252631093,0.15332092246144283,1.0,1.0,0.006568640115605057,0.08015016978642316,0.1276659250478286
146.0,0.33046434792901164,0.15332092246144283,1.0,1.0,0.006568640115605057,0.08015016978642316,0.1276659250478286
147.0,0.3260285848695617,0.14837508625300921,1.0,1.0,0.006568640115605057,0.07013139856312026,0.11348082226473653
148.0,0.32490821172567996,0.14837508625300921,1.0,1.0,0.006568640115605057,0.07013139856312026,0.11348082226473653
149.0,0.3226440430028529,0.14325870396842263,1.0,1.0,0.006568640115605057,0.07013139856312026,0.11348082226473653
150.0,0.3215079724288991,0.14325870396842263,1.0,1.0,0.006568640115605057,0.07013139856312026,0.11348082226473653
151.0,0.3180755029723629,0.13814232168383614,1.0,1.0,0.006568640115605057,0.06473667559672638,0.1063882708731905
152.0,0.31578719000133865,0.13302593939924964,1.0,1.0,0.006568640115605057,0.05934195263033253,0.1063882708731905
153.0,0.3134905558922379,0.12790955711466306,1.0,1.0,0.006568640115605057,0.05934195263033253,0.1063882708731905
154.0,0.3123380170838104,0.12790955711466306,1.0,1.0,0.006568640115605057,0.05934195263033253,0.1063882708731905
155.0,0.30886759467176805,0.12257999223488543,1.0,1.0,0.006568640115605057,0.05394722966393867,0.09878910866796263
156.0,0.306545281929875,0.12257999223488543,1.0,1.0,0.006568640115605057,0.05394722966393867,0.09878910866796263
157.0,0.30420524160979967,0.12257999223488543,1.0,1.0,0.006568640115605057,0.05394722966393867,0.09878910866796263
158.0,0.29718512064957353,0.11725042735510782,1.0,1.0,0.006568640115605057,0.05394722966393867,0.09118994646273475
159.0,0.29718512064957353,0.11725042735510782,1.0,1.0,0.006568640115605057,0.05394722966393867,0.09118994646273475
160.0,0.29718512064957353,0.11725042735510782,1.0,1.0,0.006568640115605057,0.05394722966393867,0.09118994646273475
161.0,0.29596213661397874,0.11725042735510782,1.0,1.0,0.006568640115605057,0.05394722966393867,0.08359078425750685
162.0,0.2947391525783836,0.11725042735510782,1.0,1.0,0.006568640115605057,0.05394722966393867,0.08359078425750685
163.0,0.2935161685427887,0.11725042735510782,0.994285714285714,1.0,0.006568640115605057,0.05394722966393867,0.08359078425750685
164.0,0.29226716357026633,0.11725042735510782,0.9884023668639048,1.0,0.006568640115605057,0.04720382595594635,0.08359078425750685
165.0,0.2897476190567296,0.11725042735510782,0.9824837898168157,1.0,0.006568640115605057,0.04720382595594635,0.08359078425750685
166.0,0.2872059732755302,0.11725042735510782,0.9705022801849026,1.0,0.006568640115605057,0.04720382595594635,0.08359078425750685
167.0,0.2846530312908589,0.11725042735510782,0.9584463512385061,1.0,0.006568640115605057,0.04720382595594635,0.08359078425750685
168.0,0.2833532457598503,0.11166707367153124,0.9522628263918063,1.0,0.006568640115605057,0.04720382595594635,0.07599162205227897
169.0,0.28071740161324726,0.10608371998795467,0.9396500737243653,1.0,0.006568640115605057,0.04720382595594635,0.06839245984705107
170.0,0.2793932629263924,0.10608371998795467,0.9333010867397412,1.0,0.006568640115605057,0.04720382595594635,0.06839245984705107
171.0,0.27540193059887247,0.10608371998795467,0.9269086135428936,1.0,0.006568640115605057,0.04720382595594635,0.06839245984705107
172.0,0.272728125447427,0.10050036630437811,0.9204717481710676,1.0,0.006568640115605057,0.04720382595594635,0.06839245984705107
173.0,0.26869766053933686,0.09491701262080157,0.901025161942101,1.0,0.006568640115605057,0.04046042224795402,0.06839245984705107
174.0,0.2673474210391392,0.09491701262080157,0.8944959941019406,1.0,0.006568640115605057,0.03371701853996168,0.06839245984705107
175.0,0.26463323402351346,0.089333658937225,0.8879188176747204,1.0,0.006568640115605057,0.03371701853996168,0.06839245984705107
176.0,0.26186220539499505,0.089333658937225,0.874362805191137,1.0,0.006568640115605057,0.03371701853996168,0.06839245984705107
177.0,0.26186220539499505,0.089333658937225,0.874362805191137,1.0,0.006568640115605057,0.03371701853996168,0.06839245984705107
178.0,0.2604467340144817,0.089333658937225,0.8673679027496077,1.0,0.006568640115605057,0.03371701853996168,0.06839245984705107
179.0,0.2561771154240803,0.089333658937225,0.8532643596154683,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
180.0,0.25473791814641683,0.089333658937225,0.846094070879204,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
181.0,0.25473791814641683,0.089333658937225,0.846094070879204,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
182.0,0.2532822728998658,0.089333658937225,0.8388001564750731,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
183.0,0.25181821351894157,0.08375030525364845,0.8314422603656427,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
184.0,0.25034559238725185,0.08375030525364845,0.8240186687552353,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
185.0,0.24884651698373536,0.08375030525364845,0.8163888662667604,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
186.0,0.24884651698373536,0.08375030525364845,0.8163888662667604,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
187.0,0.2472814445498754,0.08375030525364845,0.8082249776040924,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
188.0,0.2472814445498754,0.08375030525364845,0.8082249776040924,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
189.0,0.24409071623310274,0.08375030525364845,0.7915605450761729,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
190.0,0.24409071623310274,0.08375030525364845,0.7915605450761729,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
191.0,0.23920890190844069,0.07677111314917774,0.7743527071397341,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
192.0,0.2375243321766911,0.07677111314917774,0.7653486058939237,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
193.0,0.23581552403153522,0.06909400183425997,0.756127538353033,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
194.0,0.23581552403153522,0.06909400183425997,0.756127538353033,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
195.0,0.23581552403153522,0.06909400183425997,0.756127538353033,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
196.0,0.2321875928925885,0.06909400183425997,0.7356916589380859,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
198.0,0.2321875928925885,0.06909400183425997,0.7356916589380859,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
199.0,0.2321875928925885,0.06909400183425997,0.7356916589380859,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
200.0,0.2321875928925885,0.06909400183425997,0.7356916589380859,1.0,0.006568640115605057,0.02023021112397701,0.06839245984705107
201.0,0.22828528040699878,0.06909400183425997,0.7123363681781468,1.0,0.006568640115605057,0.02023021112397701,0.05129434488528831
202.0,0.22630019101215532,0.06909400183425997,0.7002628704124152,1.0,0.006568640115605057,0.02023021112397701,0.05129434488528831
203.0,0.22630019101215532,0.06909400183425997,0.7002628704124152,1.0,0.006568640115605057,0.02023021112397701,0.05129434488528831
205.0,0.22630019101215532,0.06909400183425997,0.7002628704124152,1.0,0.006568640115605057,0.02023021112397701,0.05129434488528831
206.0,0.22426145055258648,0.06909400183425997,0.6875308182230985,1.0,0.006568640115605057,0.02023021112397701,0.05129434488528831
207.0,0.22426145055258648,0.06909400183425997,0.6875308182230985,1.0,0.006568640115605057,0.02023021112397701,0.05129434488528831
208.0,0.2221457764907696,0.06909400183425997,0.6737802018586364,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
209.0,0.2221457764907696,0.06909400183425997,0.6737802018586364,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
210.0,0.2221457764907696,0.06909400183425997,0.6737802018586364,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
211.0,0.2221457764907696,0.06909400183425997,0.6737802018586364,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
212.0,0.2198789828531086,0.06909400183425997,0.6577378161000975,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
213.0,0.21761218921544767,0.06909400183425997,0.6416954303415584,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
214.0,0.21522084647681644,0.06909400183425997,0.6233612751889427,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
215.0,0.2128295037381851,0.06909400183425997,0.6050271200363266,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
216.0,0.21038318760326336,0.05757833486188329,0.585510116164187,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
217.0,0.21038318760326336,0.05757833486188329,0.585510116164187,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
220.0,0.20784845040322403,0.05757833486188329,0.5645990405868948,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
222.0,0.2025864643170665,0.05757833486188329,0.517549120537987,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
223.0,0.19988531145950578,0.05757833486188329,0.4916716645110875,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
224.0,0.19988531145950578,0.05757833486188329,0.4916716645110875,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
225.0,0.19988531145950578,0.05757833486188329,0.4916716645110875,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
226.0,0.19988531145950578,0.05757833486188329,0.4916716645110875,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
227.0,0.19988531145950578,0.05757833486188329,0.4916716645110875,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
228.0,0.19363889547639632,0.05757833486188329,0.38241129461973467,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
229.0,0.19363889547639632,0.05757833486188329,0.38241129461973467,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
232.0,0.19363889547639632,0.05757833486188329,0.38241129461973467,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
233.0,0.1903002938302516,0.05757833486188329,0.2549408630798231,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
235.0,0.1869616921841069,0.05757833486188329,0.12747043153991153,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
236.0,0.1869616921841069,0.05757833486188329,0.12747043153991153,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
240.0,0.1869616921841069,0.05757833486188329,0.12747043153991153,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
242.0,0.1869616921841069,0.05757833486188329,0.12747043153991153,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
243.0,0.1869616921841069,0.05757833486188329,0.12747043153991153,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
244.0,0.1869616921841069,0.05757833486188329,0.12747043153991153,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
247.0,0.18306665693027127,0.05757833486188329,0.12747043153991153,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
249.0,0.18306665693027127,0.05757833486188329,0.12747043153991153,1.0,0.006568640115605057,0.010115105561988504,0.05129434488528831
250.0,0.17908694699700448,0.05757833486188329,0.12747043153991153,0.9772727272727274,0.006568640115605057,0.010115105561988504,0.05129434488528831
252.0,0.17492213427614392,0.05757833486188329,0.12747043153991153,0.9534368070953436,0.006568640115605057,0.010115105561988504,0.05129434488528831
254.0,0.17492213427614392,0.05757833486188329,0.12747043153991153,0.9534368070953436,0.006568640115605057,0.010115105561988504,0.05129434488528831
255.0,0.17043695134598638,0.05757833486188329,0.12747043153991153,0.9276682447414154,0.006568640115605057,0.010115105561988504,0.05129434488528831
