times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13
173.0,0.9880684052724833,1.0,0.972972972972973,1.0,0.96875,0.9666666666666667,0.9693251533742332,0.9956942199431472,0.9642857142857144,0.9493670886075947,0.9632352941176464,0.8571428571428573,1.0,0.9586776859504128,0.9851710700834201
175.0,0.9865735967924949,1.0,0.972972972972973,1.0,0.96875,0.9666666666666667,0.9631901840490794,0.9956942199431472,0.9642857142857144,0.9367088607594941,0.955882352941176,0.8571428571428573,1.0,0.9504132231404957,0.9833122567436402
177.0,0.9835839798325179,1.0,0.972972972972973,1.0,0.96875,0.9666666666666667,0.9509202453987732,0.9956942199431472,0.9642857142857144,0.9367088607594941,0.9485294117647054,0.8571428571428573,1.0,0.9421487603305785,0.9814534434038601
180.0,0.9820868961493634,0.9230769230769231,0.9459459459459458,0.9090909090909092,0.9375000000000001,0.9333333333333331,0.9509202453987732,0.9956942199431472,0.9285714285714287,0.9367088607594941,0.9485294117647054,0.8571428571428573,1.0,0.9421487603305785,0.9795911029040426
181.0,0.980589812466209,0.9230769230769231,0.9459459459459458,0.9090909090909092,0.9375000000000001,0.9333333333333331,0.9509202453987732,0.9935296672910967,0.9285714285714287,0.9367088607594941,0.9485294117647054,0.8571428571428573,1.0,0.9421487603305785,0.9777287624042247
184.0,0.979092728783055,0.9230769230769231,0.9459459459459458,0.9090909090909092,0.9375000000000001,0.9333333333333331,0.94478527607362,0.9935296672910967,0.9285714285714287,0.9367088607594941,0.9411764705882347,0.8571428571428573,1.0,0.9338842975206612,0.9758664219044071
186.0,0.979092728783055,0.9230769230769231,0.9459459459459458,0.9090909090909092,0.9375000000000001,0.9333333333333331,0.94478527607362,0.9935296672910967,0.9285714285714287,0.9367088607594941,0.9411764705882347,0.8571428571428573,1.0,0.9338842975206612,0.9758664219044071
191.0,0.9775933524755772,0.9230769230769231,0.9459459459459458,0.9090909090909092,0.9375000000000001,0.9333333333333331,0.94478527607362,0.9913651146390466,0.9285714285714287,0.9367088607594941,0.9411764705882347,0.8571428571428573,1.0,0.9338842975206612,0.9740005205240928
195.0,0.9760939761680988,0.8391608391608393,0.9181240063593002,0.8080808080808078,0.9051724137931033,0.8987654320987652,0.94478527607362,0.9913651146390466,0.8914285714285719,0.9367088607594941,0.9411764705882347,0.8571428571428573,1.0,0.9338842975206612,0.972134619143778
205.0,0.9745922931278407,0.8391608391608393,0.9181240063593002,0.8080808080808078,0.9051724137931033,0.8987654320987652,0.94478527607362,0.9891958255479327,0.8914285714285719,0.9367088607594941,0.9411764705882347,0.8571428571428573,1.0,0.9338842975206612,0.972134619143778
213.0,0.9745922931278407,0.8391608391608393,0.9181240063593002,0.8080808080808078,0.9051724137931033,0.8987654320987652,0.94478527607362,0.9891958255479327,0.8914285714285719,0.9367088607594941,0.9411764705882347,0.8571428571428573,1.0,0.9338842975206612,0.972134619143778
223.0,0.9730882926754835,0.8391608391608393,0.9181240063593002,0.8080808080808078,0.9051724137931033,0.8987654320987652,0.94478527607362,0.9870217687884872,0.8914285714285719,0.9367088607594941,0.9411764705882347,0.8571428571428573,1.0,0.9338842975206612,0.9702651294915783
227.0,0.9715842922231254,0.7552447552447553,0.8903020667726548,0.707070707070707,0.872844827586207,0.8641975308641971,0.94478527607362,0.9870217687884872,0.8542857142857146,0.9367088607594941,0.9411764705882347,0.8571428571428573,1.0,0.9338842975206612,0.9683956398393786
229.0,0.9715842922231254,0.7552447552447553,0.8903020667726548,0.707070707070707,0.872844827586207,0.8641975308641971,0.94478527607362,0.9870217687884872,0.8542857142857146,0.9367088607594941,0.9411764705882347,0.8571428571428573,1.0,0.9338842975206612,0.9683956398393786
233.0,0.9700779599871208,0.7552447552447553,0.8903020667726548,0.707070707070707,0.872844827586207,0.8641975308641971,0.9386503067484661,0.9870217687884872,0.8542857142857146,0.9240506329113922,0.9338235294117643,0.8571428571428573,1.0,0.9256198347107432,0.9665225341530356
238.0,0.9685716277511154,0.7552447552447553,0.8903020667726548,0.707070707070707,0.872844827586207,0.8641975308641971,0.9325153374233129,0.9870217687884872,0.8542857142857146,0.9240506329113922,0.9264705882352938,0.8571428571428573,1.0,0.917355371900826,0.9646494284666927
241.0,0.9670652955151108,0.7552447552447553,0.8903020667726548,0.707070707070707,0.872844827586207,0.8641975308641971,0.9263803680981595,0.9870217687884872,0.8542857142857146,0.9113924050632911,0.9191176470588236,0.8571428571428573,1.0,0.9090909090909092,0.9627763227803497
242.0,0.9655589632791058,0.7552447552447553,0.8903020667726548,0.707070707070707,0.872844827586207,0.8641975308641971,0.9202453987730059,0.9870217687884872,0.8542857142857146,0.8987341772151899,0.9117647058823528,0.8571428571428573,1.0,0.9008264462809913,0.9609032170940062
247.0,0.964052631043101,0.7552447552447553,0.8903020667726548,0.707070707070707,0.872844827586207,0.8641975308641971,0.9202453987730059,0.9848429127867467,0.8542857142857146,0.8987341772151899,0.9117647058823528,0.8571428571428573,1.0,0.9008264462809913,0.9590301114076631
249.0,0.9625462988070961,0.7552447552447553,0.8903020667726548,0.707070707070707,0.872844827586207,0.8641975308641971,0.9141104294478528,0.9848429127867467,0.8542857142857146,0.8860759493670889,0.9044117647058817,0.8571428571428573,1.0,0.8925619834710744,0.9571570057213201
251.0,0.9610399665710914,0.7552447552447553,0.8903020667726548,0.707070707070707,0.872844827586207,0.8641975308641971,0.907975460122699,0.9848429127867467,0.8542857142857146,0.8734177215189876,0.8970588235294116,0.8571428571428573,1.0,0.8842975206611564,0.9552839000349768
272.0,0.9580273020990819,0.7552447552447553,0.8624801271860093,0.707070707070707,0.8405172413793104,0.8296296296296295,0.9018404907975458,0.9848429127867467,0.8171428571428576,0.8607594936708863,0.8897058823529411,0.7857142857142859,1.0,0.8760330578512393,0.9515376886622909
273.0,0.9580273020990819,0.7552447552447553,0.8624801271860093,0.707070707070707,0.8405172413793104,0.8296296296296295,0.9018404907975458,0.9848429127867467,0.8171428571428576,0.8607594936708863,0.8897058823529411,0.7857142857142859,1.0,0.8760330578512393,0.9515376886622909
275.0,0.9565185976863272,0.7552447552447553,0.8624801271860093,0.707070707070707,0.8405172413793104,0.8296296296296295,0.9018404907975458,0.982659225618705,0.8171428571428576,0.8607594936708863,0.8897058823529411,0.7857142857142859,1.0,0.8760330578512393,0.9496608884874145
276.0,0.9565185976863272,0.7552447552447553,0.8624801271860093,0.707070707070707,0.8405172413793104,0.8296296296296295,0.9018404907975458,0.982659225618705,0.8171428571428576,0.8607594936708863,0.8897058823529411,0.7857142857142859,1.0,0.8760330578512393,0.9496608884874145
281.0,0.9534964220222314,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8957055214723926,0.982659225618705,0.8171428571428576,0.8481012658227846,0.8823529411764701,0.7857142857142859,1.0,0.8677685950413219,0.9458998552656819
285.0,0.9504742463581364,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8895705521472391,0.9804706750048544,0.8171428571428576,0.8354430379746832,0.8823529411764701,0.7857142857142859,1.0,0.8595041322314045,0.9458998552656819
286.0,0.9489631585260879,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.883435582822086,0.9804706750048544,0.8171428571428576,0.8354430379746832,0.8749999999999999,0.7857142857142859,1.0,0.8512396694214874,0.9440193386548154
288.0,0.9474520706940404,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.883435582822086,0.9782821243910049,0.8171428571428576,0.8354430379746832,0.8749999999999999,0.7857142857142859,1.0,0.8512396694214874,0.9421388220439493
293.0,0.945940982861992,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8773006134969322,0.9782821243910049,0.8171428571428576,0.822784810126582,0.8676470588235294,0.7857142857142859,1.0,0.8429752066115697,0.940258305433083
296.0,0.945940982861992,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8773006134969322,0.9782821243910049,0.8171428571428576,0.822784810126582,0.8676470588235294,0.7857142857142859,1.0,0.8429752066115697,0.940258305433083
305.0,0.9444274772894135,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8711656441717792,0.9782821243910049,0.8171428571428576,0.822784810126582,0.8602941176470587,0.7857142857142859,1.0,0.8429752066115697,0.9383740202518541
307.0,0.942913971716834,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8650306748466259,0.9782821243910049,0.8171428571428576,0.8101265822784807,0.8529411764705878,0.7857142857142859,1.0,0.8347107438016529,0.9364897350706258
308.0,0.9398869605716756,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8650306748466259,0.9738952090349912,0.8171428571428576,0.8101265822784807,0.8529411764705878,0.7857142857142859,1.0,0.8347107438016529,0.9327211647081683
310.0,0.9398869605716756,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8650306748466259,0.9738952090349912,0.8171428571428576,0.8101265822784807,0.8529411764705878,0.7857142857142859,1.0,0.8347107438016529,0.9327211647081683
316.0,0.938371013861076,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8588518843120073,0.9738952090349912,0.8171428571428576,0.7972674301788225,0.8455242966751915,0.7857142857142859,1.0,0.8263636363636359,0.9308330651844671
319.0,0.938371013861076,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8588518843120073,0.9738952090349912,0.8171428571428576,0.7972674301788225,0.8455242966751915,0.7857142857142859,1.0,0.8263636363636359,0.9308330651844671
322.0,0.938371013861076,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8588518843120073,0.9738952090349912,0.8171428571428576,0.7972674301788225,0.8455242966751915,0.7857142857142859,1.0,0.8263636363636359,0.9308330651844671
329.0,0.9368501532227268,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8588518843120073,0.9716918262091204,0.8171428571428576,0.7972674301788225,0.8455242966751915,0.7857142857142859,1.0,0.8263636363636359,0.9289411280601084
336.0,0.9353292925843784,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8588518843120073,0.969488443383249,0.8171428571428576,0.7972674301788225,0.8455242966751915,0.7857142857142859,1.0,0.8263636363636359,0.9270491909357497
338.0,0.9307667106693328,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8464943032427701,0.9672850605573785,0.8171428571428576,0.7715491259795053,0.8381074168797951,0.7857142857142859,1.0,0.8096694214876029,0.923265316687033
343.0,0.9292458500309845,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8464943032427701,0.9650816777315075,0.8171428571428576,0.7715491259795053,0.8381074168797951,0.7857142857142859,1.0,0.8096694214876029,0.9213733795626738
344.0,0.9277249893926359,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8464943032427701,0.9628782949056361,0.8171428571428576,0.7715491259795053,0.8381074168797951,0.7857142857142859,1.0,0.8096694214876029,0.9194814424383152
348.0,0.9262041287542873,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8464943032427701,0.9606749120797653,0.8171428571428576,0.7715491259795053,0.8381074168797951,0.7857142857142859,1.0,0.8096694214876029,0.9175895053139568
350.0,0.9246832681159387,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8464943032427701,0.9584715292538944,0.8171428571428576,0.7715491259795053,0.8381074168797951,0.7857142857142859,1.0,0.8096694214876029,0.9156975681895984
353.0,0.92316240747759,0.7552447552447553,0.8346581875993639,0.707070707070707,0.8081896551724136,0.8296296296296295,0.8464943032427701,0.9562681464280235,0.8171428571428576,0.7715491259795053,0.8381074168797951,0.7857142857142859,1.0,0.8096694214876029,0.9138056310652389
357.0,0.921641546839241,0.6713286713286711,0.8068362480127185,0.606060606060606,0.7758620689655173,0.7950617283950615,0.8464943032427701,0.9562681464280235,0.7800000000000004,0.7715491259795053,0.8381074168797951,0.7857142857142859,1.0,0.8096694214876029,0.9119136939408805
358.0,0.9201206862008932,0.6713286713286711,0.8068362480127185,0.606060606060606,0.7758620689655173,0.7950617283950615,0.8403155127081515,0.9562681464280235,0.7800000000000004,0.7586899738798473,0.8306905370843981,0.7857142857142859,1.0,0.8013223140495863,0.9100217568165219
359.0,0.9170789649241958,0.6713286713286711,0.8068362480127185,0.606060606060606,0.7758620689655173,0.7950617283950615,0.8341367221735326,0.9540647636021521,0.7800000000000004,0.7458308217801884,0.8232736572890018,0.7857142857142859,1.0,0.7929752066115698,0.9062378825678044
360.0,0.9155581042858468,0.6713286713286711,0.7790143084260729,0.606060606060606,0.7435344827586207,0.7950617283950615,0.8341367221735326,0.9540647636021521,0.7800000000000004,0.7458308217801884,0.8232736572890018,0.7857142857142859,1.0,0.7929752066115698,0.9043459454434463
368.0,0.9155581042858468,0.6713286713286711,0.7790143084260729,0.606060606060606,0.7435344827586207,0.7950617283950615,0.8341367221735326,0.9540647636021521,0.7800000000000004,0.7458308217801884,0.8232736572890018,0.7857142857142859,1.0,0.7929752066115698,0.9043459454434463
369.0,0.9140347130973512,0.6713286713286711,0.7790143084260729,0.606060606060606,0.7435344827586207,0.7950617283950615,0.8341367221735326,0.9518562803530722,0.7800000000000004,0.7458308217801884,0.8232736572890018,0.7857142857142859,1.0,0.7929752066115698,0.9024540083190875
370.0,0.9109879307203597,0.6713286713286711,0.7790143084260729,0.606060606060606,0.7435344827586207,0.7950617283950615,0.8341367221735326,0.9474393138549145,0.7800000000000004,0.7458308217801884,0.8232736572890018,0.7857142857142859,1.0,0.7929752066115698,0.89867013407037
371.0,0.9094645395318646,0.6713286713286711,0.7790143084260729,0.606060606060606,0.7435344827586207,0.7950617283950615,0.8341367221735326,0.9452308306058352,0.7800000000000004,0.7458308217801884,0.8232736572890018,0.7857142857142859,1.0,0.7929752066115698,0.8967781969460116
372.0,0.907941148343369,0.6713286713286711,0.7790143084260729,0.606060606060606,0.7435344827586207,0.7950617283950615,0.8341367221735326,0.9430223473567567,0.7800000000000004,0.7458308217801884,0.8232736572890018,0.7857142857142859,1.0,0.7929752066115698,0.8948862598216523
374.0,0.9064177571548736,0.6713286713286711,0.7790143084260729,0.606060606060606,0.7435344827586207,0.7950617283950615,0.8341367221735326,0.9408138641076778,0.7800000000000004,0.7458308217801884,0.8232736572890018,0.7857142857142859,1.0,0.7929752066115698,0.8929943226972935
375.0,0.904894365966378,0.6713286713286711,0.7790143084260729,0.606060606060606,0.7435344827586207,0.7950617283950615,0.8279579316389135,0.9408138641076778,0.7800000000000004,0.7329716696805303,0.815856777493606,0.7857142857142859,1.0,0.7846280991735534,0.8911023855729352
377.0,0.9033709747778824,0.6713286713286711,0.7790143084260729,0.606060606060606,0.7435344827586207,0.7950617283950615,0.821779141104295,0.9408138641076778,0.7800000000000004,0.7329716696805303,0.808439897698209,0.7857142857142859,1.0,0.7762809917355371,0.8892104484485766
379.0,0.9018475835893863,0.5874125874125873,0.7511923688394275,0.505050505050505,0.7112068965517243,0.7604938271604937,0.821779141104295,0.9408138641076778,0.742857142857143,0.7329716696805303,0.808439897698209,0.7142857142857146,1.0,0.7762809917355371,0.8873185113242177
385.0,0.9003241924008912,0.5874125874125873,0.7511923688394275,0.505050505050505,0.7112068965517243,0.7604938271604937,0.821779141104295,0.9386053808585987,0.742857142857143,0.7329716696805303,0.808439897698209,0.7142857142857146,1.0,0.7762809917355371,0.8854265741998595
392.0,0.898800801212395,0.5874125874125873,0.7511923688394275,0.505050505050505,0.7112068965517243,0.7604938271604937,0.815600350569676,0.9386053808585987,0.742857142857143,0.7329716696805303,0.8010230179028129,0.7142857142857146,1.0,0.7679338842975204,0.8835346370755006
394.0,0.8972774100238996,0.5874125874125873,0.7511923688394275,0.505050505050505,0.7112068965517243,0.7604938271604937,0.8094215600350572,0.9386053808585987,0.742857142857143,0.7329716696805303,0.8010230179028129,0.7142857142857146,1.0,0.7679338842975204,0.8835346370755006
403.0,0.8957540188354041,0.5034965034965034,0.723370429252782,0.404040404040404,0.6788793103448276,0.7259259259259258,0.8094215600350572,0.9386053808585987,0.7057142857142858,0.7329716696805303,0.8010230179028129,0.7142857142857146,1.0,0.7679338842975204,0.8816426999511415
410.0,0.8942306276469089,0.5034965034965034,0.723370429252782,0.404040404040404,0.6788793103448276,0.7259259259259258,0.8032427695004385,0.9386053808585987,0.7057142857142858,0.7329716696805303,0.7936061381074161,0.7142857142857146,1.0,0.7595867768595036,0.8797507628267828
415.0,0.8927072364584127,0.5034965034965034,0.723370429252782,0.404040404040404,0.6788793103448276,0.7259259259259258,0.7970639789658198,0.9386053808585987,0.7057142857142858,0.7201125175808721,0.7861892583120198,0.7142857142857146,1.0,0.7512396694214872,0.8778588257024245
417.0,0.8911838452699177,0.5034965034965034,0.723370429252782,0.404040404040404,0.6788793103448276,0.7259259259259258,0.7970639789658198,0.9363968976095193,0.7057142857142858,0.7201125175808721,0.7861892583120198,0.7142857142857146,1.0,0.7512396694214872,0.8759668885780658
420.0,0.8881370628929262,0.5034965034965034,0.723370429252782,0.404040404040404,0.6788793103448276,0.7259259259259258,0.7908851884312009,0.9341884143604399,0.7057142857142858,0.7072533654812135,0.7787723785166233,0.7142857142857146,1.0,0.7428925619834705,0.8721830143293485
424.0,0.8881370628929262,0.5034965034965034,0.723370429252782,0.404040404040404,0.6788793103448276,0.7259259259259258,0.7908851884312009,0.9341884143604399,0.7057142857142858,0.7072533654812135,0.7787723785166233,0.7142857142857146,1.0,0.7428925619834705,0.8721830143293485
426.0,0.8850850454946683,0.5034965034965034,0.6955484896661365,0.404040404040404,0.6465517241379309,0.6913580246913578,0.7908851884312009,0.9319746977387321,0.6685714285714287,0.7072533654812135,0.7787723785166233,0.7142857142857146,1.0,0.7428925619834705,0.8683909142670471
429.0,0.8850850454946683,0.5034965034965034,0.6955484896661365,0.404040404040404,0.6465517241379309,0.6913580246913578,0.7908851884312009,0.9319746977387321,0.6685714285714287,0.7072533654812135,0.7787723785166233,0.7142857142857146,1.0,0.7428925619834705,0.8683909142670471
432.0,0.8850850454946683,0.5034965034965034,0.6955484896661365,0.404040404040404,0.6465517241379309,0.6913580246913578,0.7908851884312009,0.9319746977387321,0.6685714285714287,0.7072533654812135,0.7787723785166233,0.7142857142857146,1.0,0.7428925619834705,0.8683909142670471
436.0,0.8835537564886221,0.5034965034965034,0.6955484896661365,0.404040404040404,0.6465517241379309,0.6913580246913578,0.7846577460026088,0.9319746977387321,0.6685714285714287,0.694394213381555,0.7712841825693483,0.7142857142857146,1.0,0.7344506010518399,0.8664907153299201
438.0,0.882022467482576,0.5034965034965034,0.6955484896661365,0.404040404040404,0.6465517241379309,0.6913580246913578,0.7784303035740171,0.9319746977387321,0.6685714285714287,0.6815350612818967,0.7712841825693483,0.7142857142857146,1.0,0.7260086401202093,0.8664907153299201
446.0,0.8804911784765298,0.5034965034965034,0.6955484896661365,0.404040404040404,0.6465517241379309,0.6913580246913578,0.7784303035740171,0.9297557103631635,0.6685714285714287,0.6815350612818967,0.7712841825693483,0.7142857142857146,1.0,0.7260086401202093,0.8645905163927926
448.0,0.8789598894704838,0.41958041958041953,0.6677265500794912,0.30303030303030304,0.6142241379310344,0.6567901234567898,0.7784303035740171,0.9297557103631635,0.6314285714285718,0.6815350612818967,0.7712841825693483,0.7142857142857146,1.0,0.7260086401202093,0.862690317455666
449.0,0.8774286004644376,0.41958041958041953,0.6677265500794912,0.30303030303030304,0.6142241379310344,0.6567901234567898,0.7784303035740171,0.9275367229875955,0.6314285714285718,0.6815350612818967,0.7712841825693483,0.7142857142857146,1.0,0.7260086401202093,0.8607901185185389
455.0,0.8758973114583911,0.41958041958041953,0.6677265500794912,0.30303030303030304,0.6142241379310344,0.6567901234567898,0.7722028611454248,0.9275367229875955,0.6314285714285718,0.6815350612818967,0.7637959866220727,0.7142857142857146,1.0,0.7260086401202093,0.858889919581412
456.0,0.8743660224523453,0.41958041958041953,0.6677265500794912,0.30303030303030304,0.6142241379310344,0.6567901234567898,0.7722028611454248,0.925317735612027,0.6314285714285718,0.6815350612818967,0.7637959866220727,0.7142857142857146,1.0,0.7260086401202093,0.8569897206442849
460.0,0.8728347334462992,0.41958041958041953,0.6399046104928456,0.30303030303030304,0.5818965517241378,0.622222222222222,0.7722028611454248,0.925317735612027,0.5942857142857144,0.6815350612818967,0.7637959866220727,0.7142857142857146,1.0,0.7260086401202093,0.8550895217071577
461.0,0.8728347334462992,0.41958041958041953,0.6399046104928456,0.30303030303030304,0.5818965517241378,0.622222222222222,0.7722028611454248,0.925317735612027,0.5942857142857144,0.6815350612818967,0.7637959866220727,0.7142857142857146,1.0,0.7260086401202093,0.8550895217071577
463.0,0.8728347334462992,0.41958041958041953,0.6399046104928456,0.30303030303030304,0.5818965517241378,0.622222222222222,0.7722028611454248,0.925317735612027,0.5942857142857144,0.6815350612818967,0.7637959866220727,0.7142857142857146,1.0,0.7260086401202093,0.8550895217071577
465.0,0.8712980525775551,0.41958041958041953,0.6399046104928456,0.30303030303030304,0.5818965517241378,0.622222222222222,0.7659754187168322,0.925317735612027,0.5942857142857144,0.6686759091822383,0.7563077906747979,0.7142857142857146,1.0,0.7175666791885794,0.853185090701128
471.0,0.8697613717088121,0.41958041958041953,0.6399046104928456,0.30303030303030304,0.5818965517241378,0.622222222222222,0.7659754187168322,0.925317735612027,0.5942857142857144,0.6686759091822383,0.7563077906747979,0.7142857142857146,1.0,0.7175666791885794,0.8512806596950993
473.0,0.8682246908400688,0.41958041958041953,0.6399046104928456,0.30303030303030304,0.5818965517241378,0.622222222222222,0.7659754187168322,0.9230880543213958,0.5942857142857144,0.6686759091822383,0.7563077906747979,0.7142857142857146,1.0,0.7175666791885794,0.8493762286890697
475.0,0.8666880099713253,0.41958041958041953,0.6399046104928456,0.30303030303030304,0.5818965517241378,0.622222222222222,0.7659754187168322,0.920858373030765,0.5942857142857144,0.6686759091822383,0.7563077906747979,0.7142857142857146,1.0,0.7175666791885794,0.8493762286890697
476.0,0.8636146482338378,0.41958041958041953,0.6399046104928456,0.30303030303030304,0.5818965517241378,0.622222222222222,0.7659754187168322,0.9163990104495014,0.5942857142857144,0.6686759091822383,0.7563077906747979,0.7142857142857146,0.9863013698630139,0.7175666791885794,0.8474717976830403
481.0,0.8620779673650942,0.41958041958041953,0.6399046104928456,0.30303030303030304,0.5818965517241378,0.622222222222222,0.7659754187168322,0.9141693291588708,0.5942857142857144,0.6686759091822383,0.7563077906747979,0.7142857142857146,0.9863013698630139,0.7175666791885794,0.8455673666770109
486.0,0.8605412864963509,0.41958041958041953,0.6399046104928456,0.30303030303030304,0.5818965517241378,0.622222222222222,0.7659754187168322,0.9119396478682394,0.5942857142857144,0.6686759091822383,0.7563077906747979,0.7142857142857146,0.9863013698630139,0.7175666791885794,0.8436629356709817
488.0,0.8605412864963509,0.41958041958041953,0.6399046104928456,0.30303030303030304,0.5818965517241378,0.622222222222222,0.7659754187168322,0.9119396478682394,0.5942857142857144,0.6686759091822383,0.7563077906747979,0.7142857142857146,0.9863013698630139,0.7175666791885794,0.8436629356709817
490.0,0.8590018566457311,0.41958041958041953,0.6399046104928456,0.30303030303030304,0.5818965517241378,0.622222222222222,0.7596969316781697,0.9119396478682394,0.5942857142857144,0.6558167570825797,0.7487447127680495,0.7142857142857146,0.9863013698630139,0.7091247182569488,0.8417541959975182
